"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","50","1903","false","false","type_B","1","true","1","155.4","C","0.17","full_match","1","1","1","false","false","1","false","true","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","1","158.83","true","true","false","1.0","true","false","0","true","true","158.83","type_B","true","true","1","0","0","true","true","not_valid","1","314.23","2017-05-30T10:33:05.750","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","164","665","false","false","type_A","1","false","1","110.0","A","0.1","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","110.0","2017-05-25T08:12:46.474","0"
"true","false","Yes","1","true","1","false","2","type_A","true","true","true","64","4166","true","false","type_A","1","true","1","1000.0","B","2.68","full_match","1","2","1","false","true","7","true","false","true","true","false","0","true","true","not_valid","false","false","true","not_valid","false","false","false","3","850.0","true","false","false","0.24","not_valid","false","1","true","false","850.0","type_A","false","false","3","0","0","true","true","not_valid","1","1850.0","2017-05-28T09:44:34.987","0"
"false","false","Yes","1","true","1","false","2","type_C","false","false","true","500","0","false","false","type_A","1","false","1","145.5","B","0.76","full_match","1","1","1","false","false","1","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","1","106.68","false","false","false","0.0","not_valid","false","0","true","false","0.0","type_B","false","false","1","0","1","false","true","not_valid","2","252.18","2017-05-27T09:12:22.507","0"
"true","false","Yes","3","true","1","false","1","type_C","false","false","false","500","0","false","false","type_A","1","false","1","116.4","B","0.97","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","116.4","2017-05-27T09:52:19.569","0"
"false","false","Yes","2","true","1","false","2","type_A","false","true","true","80","2940","false","false","type_A","1","true","1","2500.0","B","0.14","full_match","1","1","1","false","false","2","false","false","false","true","false","14","false","true","full_match","true","false","true","full_match","false","false","false","2","9844.06","true","false","false","1.0","false","false","1","true","true","0.0","type_B","true","true","2","0","1","false","true","not_valid","1","2500.0","2017-05-24T16:42:34.895","0"
"true","false","Yes","2","true","1","false","3","type_A","false","false","true","50","1685","false","true","type_A","1","true","2","2152.02","B","6.77","full_match","1","2","1","false","false","1","false","false","true","true","false","11","false","false","not_valid","true","false","true","not_valid","true","true","false","1","498.12","true","false","false","1.0","not_valid","true","0","true","true","0.0","type_B","false","false","1","0","0","true","true","not_valid","3","2650.14","2017-05-25T06:35:21.130","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","180","575","false","false","type_A","1","true","1","111.0","D","0.1","full_match","1","1","1","true","false","0","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","111.00000000000001","2017-05-26T08:25:52.586","0"
"true","false","Yes","1","true","1","false","1","type_A","false","false","true","500","0","false","false","type_A","3","true","2","105.0","D","1.41","partial_match","1","1","1","true","false","4","false","false","true","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","3","3150.0","false","false","false","0.18","not_valid","false","0","true","false","3150.0","type_C","false","false","3","0","0","true","true","not_valid","1","3255.0","2017-05-26T09:09:49.278","0"
"false","true","Yes","1","true","2","false","1","type_A","false","false","true","500","15","false","false","type_A","1","true","1","136.85","D","32.43","full_match","1","1","1","true","false","2","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","2","233.87","true","false","false","1.0","not_valid","true","0","true","false","233.87","type_B","false","false","2","0","0","false","true","not_valid","1","370.72","2017-04-14T17:45:50.261","0"
"true","false","Yes","1","true","1","false","1","type_A","false","false","false","177","587","false","false","type_A","1","true","1","4987.5","C","4.16","full_match","1","1","1","false","false","0","false","false","false","true","false","3","false","true","no_match","false","false","true","no_data","false","false","false","0","0.0","true","false","false","1.0","false","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","4987.5","2017-04-18T12:53:11.308","0"
"true","false","Yes","2","true","1","false","3","type_C","false","false","true","89","2202","false","true","type_A","1","false","2","2182.5","B","0.1","full_match","1","1","1","false","false","1","false","false","false","true","false","3","false","false","no_match","true","false","true","no_match","true","false","false","1","109.12","true","false","false","1.0","false","true","0","true","true","0.0","type_B","false","false","0","0","2","true","true","not_valid","3","2291.62","2017-04-12T22:10:56.270","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","75","3323","false","false","type_B","1","false","1","65.0","A","0.1","full_match","1","1","1","false","false","1","false","true","false","true","false","2","false","true","not_valid","false","false","true","not_valid","false","false","false","1","57.5","true","true","false","1.0","true","false","0","true","true","57.5","type_B","true","true","1","0","0","true","true","not_valid","1","122.5","2017-04-06T15:18:18.663","0"
"false","true","Yes","1","true","1","false","1","type_A","false","false","true","895","390","false","false","type_A","1","false","1","90.0","B","19.72","full_match","1","1","1","true","false","1","false","false","false","true","false","3","false","false","not_valid","false","false","true","not_valid","false","false","false","1","76.02","true","false","false","0.6","not_valid","true","0","false","true","76.02","type_B","false","false","1","0","0","false","false","not_valid","1","166.01999999999998","2017-04-23T14:24:37.576","0"
"no_data","false","Yes","1","true","1","false","2","type_C","false","false","false","111","1297","false","false","type_A","1","false","1","57.5","D","0.82","full_match","1","1","1","true","false","0","false","true","true","true","false","6","false","true","full_match","false","false","true","no_match","true","false","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","2","true","true","not_valid","2","57.5","2017-04-05T22:02:58.50","0"
"true","false","Yes","1","true","1","false","3","type_A","false","false","true","247","204","false","true","type_A","1","true","1","85.33","A","0.27","full_match","1","1","1","false","false","2","false","false","false","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","2","223.99","true","false","false","1.0","false","true","0","true","true","223.99","type_B","true","true","2","0","2","false","true","not_valid","3","309.32","2017-04-26T17:19:42.480","0"
